Date,CEACC,CCDEF,FAXAE,FBFFD,EDDAB
1/1/2016,0,0,3,3,8
1/2/2016,1.232259773,-0.217305169,3.193780034,3.489991778,7.792552821
1/3/2016,2.540129189,0.606708842,3.18095,3.464811153,7.817440083
1/4/2016,5.520271227,1.470811981,3.330528229,2.968375221,7.409152042
1/5/2016,5.914298246,2.745059669,3.061705792,3.440980285,7.153048745
1/6/2016,4.698121771,2.761212247,3.12583517,3.413158306,7.094790074
1/7/2016,5.321533436,2.357034441,2.716191413,3.341070304,7.066582098
1/8/2016,6.218376949,2.492761737,3.070003602,3.042241157,6.822656154
1/9/2016,6.874758354,3.252415814,2.580389787,2.542901793,6.809181699
1/10/2016,6.699335121,3.661849817,2.945135977,2.418597981,7.028446933
1/11/2016,6.231823778,3.18777996,3.280662313,2.737221722,7.316303935
1/12/2016,4.958617032,2.936400569,2.798264838,2.550400032,7.395732447
1/13/2016,4.910325623,2.630212592,2.651416205,2.960595996,7.094923556
1/14/2016,5.810582313,2.551823125,2.920792975,3.397113418,7.249926848
1/15/2016,6.403126782,3.024543438,3.308202698,2.943244505,7.378193411
1/16/2016,6.71130612,3.108749459,3.134003457,3.030297647,7.091320676
1/17/2016,8.070887641,3.305662334,2.819255816,3.193376842,7.111073763
1/18/2016,8.653984026,4.11231494,2.942161583,3.212396643,7.174519722
1/19/2016,8.377964992,4.195309344,2.443072611,2.930554307,7.487430465
1/20/2016,9.104606059,3.996524137,2.060345934,2.887291719,7.494472639
1/21/2016,8.49206551,4.767450258,1.873750836,2.803139694,7.663347133
1/22/2016,7.892203584,4.289047042,2.359878411,2.674561667,7.629252248
1/23/2016,7.387304675,4.014063011,2.337797672,2.746753729,7.981690442
1/24/2016,5.601323861,3.524119757,2.462648065,2.747287215,8.387382796
1/25/2016,5.340968976,2.775939035,2.054612151,2.870623592,8.819967739
1/26/2016,3.294879662,2.567815201,2.062438512,2.485594242,8.428261714
1/27/2016,3.300510145,1.595050301,1.742851449,2.563944732,8.342721626
1/28/2016,4.17556546,1.543606437,1.28754709,2.955635211,8.601347855
1/29/2016,5.772935412,1.922247078,0.94292714,2.756286549,8.502150928
1/30/2016,6.04553462,2.805373559,0.999692645,3.159062349,8.427401767
1/31/2016,5.097957681,2.991400298,0.553079679,3.300420057,8.208698057
2/1/2016,5.924750027,2.334319896,0.803490137,3.258969396,7.751109007
2/2/2016,5.535786374,3.091874287,1.012890913,3.684577782,7.680116707
2/3/2016,4.880831023,2.723744721,1.153404885,3.238654189,7.536761799
2/4/2016,5.298965971,2.243143718,1.023741145,2.9664739,7.502618923
2/5/2016,4.670242477,2.519566592,1.368995764,2.494640442,7.612869532
2/6/2016,4.697036749,2.322077005,1.36943669,2.541012777,7.555886328
2/7/2016,5.105965902,2.265380912,1.25606942,2.630050419,7.232448486
2/8/2016,5.454583357,2.589254607,1.655830007,2.534261995,7.060400689
2/9/2016,4.907169149,2.56071864,1.658579162,2.798598491,7.0190941
2/10/2016,3.473757432,2.461318731,1.63080201,2.948132262,7.406644635
2/11/2016,3.50540838,1.51870379,1.777356087,3.014396631,7.260161595
2/12/2016,4.031659795,1.878731782,1.551200576,3.101519547,7.260178366
2/13/2016,2.398371236,1.865552622,1.31415201,2.701643892,7.228020338
2/14/2016,4.043724891,-1.219565058,0.905195256,2.288989409,7.709210896
2/15/2016,4.576282243,-1.49207064,0.899781877,2.130574869,7.968486699
2/16/2016,2.21029403,-0.576620533,-0.044089927,3.037759379,7.975462618
2/17/2016,2.482837497,-1.65876658,-0.550545836,4.215022556,7.828515321
2/18/2016,4.480263333,-1.545013215,-0.934196326,2.485913527,8.099992204
2/19/2016,1.943676587,-0.539503104,-1.623672051,3.87783861,8.551997367
2/20/2016,2.586665952,-1.487198166,-2.121800342,3.344881432,8.53550949
2/21/2016,2.934930069,1.413588585,-2.289341141,2.777793157,8.198615706
2/22/2016,2.069099797,1.088454004,-2.703976305,2.395520004,8.579069751
2/23/2016,2.150896708,1.178473588,-2.27839619,2.868118715,8.990252155
2/24/2016,2.996141592,1.144967466,-1.855962929,2.914442384,8.623787754
2/25/2016,4.043635381,1.583819716,-2.135475611,3.116000568,8.256953892
2/26/2016,3.553405506,2.169048796,-2.048839072,2.893139588,8.324918073
2/27/2016,3.131134809,1.784896635,-1.726303058,3.248968654,8.71353167
2/28/2016,3.113079331,1.421291935,-1.741627215,3.346663172,9.168319788
2/29/2016,4.126182444,1.644506837,-2.024070197,3.138210754,9.231305064
3/1/2016,4.815682702,2.166087888,-1.692286515,3.266479372,9.29813357
3/2/2016,5.884732984,2.432963018,-1.60719659,3.096454744,9.62198586
3/3/2016,6.57133427,2.819286451,-1.801631035,3.589731139,9.270931322
3/4/2016,8.074888101,3.086681882,-1.844521881,3.903096089,8.970422504
3/5/2016,8.929679403,3.796648243,-2.291655774,3.603379105,8.688170328
3/6/2016,11.11470748,4.588414185,-1.793693029,3.301995488,8.899126525
3/7/2016,9.16693652,5.760272494,-1.811089466,3.376621494,8.630035068
3/8/2016,7.624310327,4.803391902,-1.951207499,3.472503433,8.41765123
3/9/2016,8.645418125,4.017522043,-1.619764588,3.745407425,8.866880336
3/10/2016,8.167868826,4.466089796,-1.503121913,3.716654312,9.028864263
3/11/2016,9.463878895,4.038602089,-1.339596919,3.24538771,9.162731921
3/12/2016,11.26836962,4.922318728,-0.932142098,3.65802709,8.685252442
3/13/2016,10.86321437,5.695119182,-0.530228201,3.338992748,8.617497089
3/14/2016,11.23141755,5.422418087,-0.490349771,3.44067792,8.859602085
3/15/2016,11.4986077,5.392348282,-0.828222492,3.758374714,8.603044379
3/16/2016,10.62824477,5.675595164,-0.700270042,4.143401251,8.626455971
3/17/2016,9.815667954,5.178740253,-0.23313396,4.18860972,8.714356757
3/18/2016,9.355259955,4.916488055,-0.20446361,3.750362152,8.951612581
3/19/2016,7.621778112,4.863283819,-0.658700718,3.465462198,8.58918131
3/20/2016,7.879948545,4.018349879,-1.055615575,3.775087029,8.737788751
3/21/2016,8.478075311,3.76818437,-1.161297987,4.265172264,9.179088426
3/22/2016,7.440981137,4.070849389,-1.588720797,3.880773805,9.471023525
3/23/2016,8.215876097,3.513563421,-1.428875712,4.289308212,9.846828172
3/24/2016,7.287445139,3.948664183,-1.111550826,4.393261202,9.934291605
3/25/2016,7.433845207,3.816420984,-0.621221567,4.716235353,9.717818889
3/26/2016,7.309898209,3.842597774,-0.884328989,4.510124659,9.658769905
3/27/2016,7.256154449,3.897885083,-1.282345043,4.026176873,9.648482813
3/28/2016,8.086420303,3.676371241,-1.513183039,4.213485239,10.12604309
3/29/2016,8.558556758,4.059894181,-1.375387786,3.908732311,10.22341938
3/30/2016,7.334409466,4.447420837,-1.480086196,4.138197789,10.24647599
3/31/2016,6.813359598,3.719504213,-1.378945249,4.506123776,9.979121482
4/1/2016,6.874652081,3.29442666,-1.007434227,4.698240363,10.16632529
4/2/2016,6.628130303,3.312758408,-0.977632709,5.09938913,9.855264593
4/3/2016,5.138263924,3.090730001,-1.061669074,4.996113767,10.07368853
4/4/2016,6.311550909,2.74078665,-1.071690826,4.637811128,10.07723301
4/5/2016,6.850998488,3.284148999,-1.267544011,4.605365805,9.807642323
4/6/2016,6.652957374,3.599388971,-1.664334592,4.396562205,9.588830367
4/7/2016,7.232506091,3.273693704,-1.908814702,4.817104887,9.887428301
4/8/2016,4.923525383,3.660427402,-2.296946316,4.971179879,9.904304282
4/9/2016,4.632498105,2.241067444,-2.020257722,5.420577981,9.917965192
4/10/2016,6.517148764,2.3727808,-2.167705765,5.423435206,10.34846313
4/11/2016,6.558984177,3.117640799,-1.929889385,5.428253311,10.74102833
4/12/2016,5.592433468,3.039773013,-2.118152468,5.642437551,10.6534365
4/13/2016,7.228930458,2.755821396,-2.534346191,5.417713976,11.01451553
4/14/2016,9.16984051,3.644447186,-2.425954293,5.536264942,10.76160382
4/15/2016,7.163999112,4.473648697,-2.001093482,5.498080847,11.25949961
4/16/2016,6.227955956,3.717643381,-1.590879419,5.331008452,11.37098324
4/17/2016,7.212279972,3.207083251,-1.308426017,5.139608135,11.1938137
4/18/2016,6.936418722,3.775467125,-1.069450833,4.827887919,11.02036393
4/19/2016,8.0319586,3.714182695,-0.833101425,4.541079292,10.6981026
4/20/2016,6.801655637,4.103050631,-1.176290307,4.996545759,10.53041876
4/21/2016,6.715408178,3.469479707,-1.642485477,5.425001881,10.18954209
4/22/2016,6.548929597,3.213336248,-1.463514037,5.417286411,10.33919289
4/23/2016,4.875322937,3.425525951,-1.620097036,4.954021482,10.73086214
4/24/2016,3.936713406,2.482648891,-1.258194577,5.354178424,11.10599464
4/25/2016,3.884701102,1.809127483,-0.806631856,5.497312892,11.58257854
4/26/2016,4.177712327,2.077624709,-0.910323427,5.743858676,11.61020721
4/27/2016,3.558051895,2.269065452,-0.42799135,5.389905319,11.67854541
4/28/2016,3.402403809,1.973907114,-0.800493915,5.594780048,11.71882301
4/29/2016,4.38369947,1.475500367,-0.361530956,6.047143467,11.61943793
4/30/2016,5.296318783,2.311782066,-0.315457883,5.784915605,11.45099225
5/1/2016,4.546506078,2.753522556,0.058048645,6.190185914,11.03458546
5/2/2016,5.841560261,2.487418821,0.240301536,5.867881937,11.49839462
5/3/2016,4.293638069,3.030180421,-0.137060827,5.749637263,11.36625379
5/4/2016,4.340242845,2.049393122,0.064184594,6.137912083,11.05242532
5/5/2016,4.538521576,2.091960052,0.289421727,6.431425798,10.93185744
5/6/2016,2.782430144,2.187302289,0.4070873,6.358130211,10.58498198
5/7/2016,4.061360192,1.520332363,0.346643772,6.112131273,10.54222533
5/8/2016,4.239078272,2.197927281,0.468158023,6.152362412,10.08099861
5/9/2016,3.759583326,2.209909438,0.70475069,6.102867046,9.968056114
5/10/2016,3.38715287,2.110095127,0.637290341,6.117112718,10.08095917
5/11/2016,3.215194948,1.589569696,0.452412344,6.505209323,9.966431774
5/12/2016,3.749264731,1.833202047,0.276638171,6.639468852,9.82924874
5/13/2016,3.899801764,1.708886563,0.52243334,6.272490929,9.720916472
5/14/2016,4.479243613,2.004160546,0.218344465,6.313027586,9.290590382
5/15/2016,3.652128032,2.3026747,-0.144047971,5.997702281,9.56280248
5/16/2016,3.619476251,1.967288248,-0.043107177,5.841457398,9.79060077
5/17/2016,4.438809649,2.005456395,-0.154595418,6.135259316,10.20668188
5/18/2016,3.193193801,2.233489355,-0.135232302,5.708901438,9.765982903
5/19/2016,2.648825033,1.494468288,0.12087341,5.658344264,10.17629549
5/20/2016,1.786529176,1.532418449,0.59116362,5.436745949,10.55254825
5/21/2016,3.429244948,0.998341786,0.326127792,4.971727972,10.44748824
5/22/2016,3.984234119,1.721079562,0.812410432,4.927763054,9.965520284
5/23/2016,4.307856749,1.845739598,1.20828126,5.147558779,10.06257922
5/24/2016,3.473612364,1.914099972,1.43100492,4.732022236,10.18173459
5/25/2016,3.147399425,1.496006387,1.864681571,4.522599581,10.26873247
5/26/2016,3.379166394,1.462833823,2.217272555,4.122825325,9.830708109
5/27/2016,3.146197642,1.927924008,2.498665932,4.211193941,9.842585477
5/28/2016,4.633662826,1.364347667,2.956648272,4.016860308,9.515892904
5/29/2016,4.648205643,2.501544523,2.742893903,3.780865242,9.366001376
5/30/2016,2.986484703,2.112863274,2.418442649,3.362601319,9.493486625
5/31/2016,3.706841841,1.707032612,2.043677714,3.039760107,9.647876664
6/1/2016,3.845639678,1.826221387,1.806394914,2.671656044,9.432050293
6/2/2016,5.325697109,1.768726556,1.947587264,3.006904439,9.154590066
6/3/2016,4.943828089,2.450922894,2.250175711,2.802796607,8.689285107
6/4/2016,3.419245293,2.518510196,2.526179306,3.17580495,8.613203637
6/5/2016,5.197926875,1.529600758,2.406827034,2.958142554,8.490543117
6/6/2016,5.284511021,2.773363109,2.621451096,2.65401961,8.86814043
6/7/2016,6.495127043,2.54193506,3.048332716,2.76521318,8.611128043
6/8/2016,6.178539228,3.299778279,3.496285957,2.799605395,8.505851552
6/9/2016,5.874253815,2.953681766,3.54173503,3.032359908,8.766249253
6/10/2016,7.757179673,3.170509403,3.774175858,3.254331145,9.057852268
6/11/2016,6.034990851,3.9882318,3.313744079,2.84121554,8.677128754
6/12/2016,5.297116499,2.942907939,3.775713451,3.284583732,8.573364086
6/13/2016,6.165302394,2.560104554,3.675355078,3.481102464,8.858778113
6/14/2016,7.18713961,2.864841156,3.303387862,3.738124366,8.700423583
6/15/2016,8.39092155,3.51845462,3.116504808,4.114190709,8.49054492
6/16/2016,8.651226628,4.335777591,2.694348623,4.597661286,8.75108483
6/17/2016,8.482655558,4.482370881,3.082966941,4.47933591,9.246583786
6/18/2016,8.578288099,4.148481312,2.885179775,4.739571306,8.999534888
6/19/2016,8.534008096,4.287669231,2.411692148,4.709204211,9.401814123
6/20/2016,11.26035055,4.232747532,2.42812906,5.046931556,9.491591376
6/21/2016,12.01271529,5.520587317,2.468434026,5.257320447,9.7427709
6/22/2016,12.31232513,6.213915236,2.839461565,5.077182,9.387064367
6/23/2016,12.95439179,6.15138193,2.697613111,4.87702047,9.210671953
6/24/2016,12.79302717,6.693620145,2.24914996,5.260395183,9.191069413
6/25/2016,13.16601958,6.385877126,2.179134064,4.760873218,9.574409522
6/26/2016,14.29051338,6.516822785,1.714991587,4.849019044,9.586338862
6/27/2016,13.88070414,7.299562507,2.139519109,4.388212861,9.312526408
6/28/2016,12.20224819,6.837446821,2.174643567,4.871015183,9.240899776
6/29/2016,10.78436418,6.095320667,2.16105035,4.400455615,9.222094576
6/30/2016,10.76174397,5.327144658,1.992656327,4.32231738,9.276212865
7/1/2016,11.25719615,5.157219307,2.02089374,4.48487477,9.456211459
7/2/2016,10.95600513,5.54142708,2.156998224,4.66101699,9.296890759
7/3/2016,10.79800237,5.570253831,2.446501654,4.561730752,9.753509584
7/4/2016,10.0945812,5.182352683,2.853622609,4.301472681,10.11947564
7/5/2016,10.88309107,5.199649832,2.9708773,4.392946486,10.51752972
7/6/2016,10.23460213,5.288654674,3.280106639,4.297447994,10.11417323
7/7/2016,9.787151174,5.14940187,3.522237967,4.420487113,10.47650566
7/8/2016,10.45330656,5.114648708,3.319248268,4.019212618,10.04239593
7/9/2016,11.47501945,5.189468988,3.052904899,4.450230457,9.862346781
7/10/2016,13.35862201,5.602994366,3.234906274,4.296685637,9.423057919
7/11/2016,13.08057598,6.778151223,3.111979456,4.519236654,9.724166726
7/12/2016,11.80219405,6.367004371,2.924283231,4.403076305,9.922966245
7/13/2016,11.94610821,5.669477067,2.907250418,4.289390592,9.730521481
7/14/2016,12.15249731,6.168445342,3.221835875,4.415935891,9.468940788
7/15/2016,10.69254615,6.090258644,2.933202572,4.78033303,9.416291463
7/16/2016,10.70041339,5.316180213,3.02371033,4.901047015,9.856266798
7/17/2016,9.953677338,5.106460365,2.673073114,5.254844545,9.604634537
7/18/2016,9.226438594,5.088384954,2.194524838,4.837652549,9.144108997
7/19/2016,10.45186105,4.45984382,2.394247363,4.641818324,9.487151524
7/20/2016,11.31190624,5.469345594,2.408353282,4.83592509,9.004541887
7/21/2016,12.0405906,5.569370271,2.088391569,5.254735196,8.73005666
7/22/2016,13.76076105,6.036592016,2.440575974,5.360596959,8.89836825
7/23/2016,12.61290437,6.723478775,2.894080337,5.122019185,8.942632395
7/24/2016,14.18839227,6.198215771,2.564871984,5.46973544,9.358179628
7/25/2016,13.10676821,6.919496975,2.300973346,5.216653199,9.288595751
7/26/2016,13.10165659,6.417718442,2.444032938,5.537442285,9.413144824
7/27/2016,13.10347691,6.597995623,2.924746087,5.35354605,9.888921288
7/28/2016,13.87532249,6.44248438,3.315406214,5.207037701,9.632494352
7/29/2016,14.21375431,7.181155504,3.419708233,4.728704757,9.758161993
7/30/2016,14.15646007,7.113744182,3.412265194,4.927917101,9.874153695
7/31/2016,14.9842938,6.864198029,3.124150541,4.58679866,9.562681609
8/1/2016,16.01348089,7.583570591,3.019519629,4.183786675,9.070825186
8/2/2016,15.22956346,7.789413055,2.576999512,4.107150891,8.91713584
8/3/2016,16.7927365,7.397203129,2.328491613,4.232583335,9.067498875
8/4/2016,18.89869034,8.491644649,1.829886547,4.087069619,9.248780809
8/5/2016,18.45099379,9.697583357,1.400584324,4.300187161,9.122302536
8/6/2016,18.95056296,9.180457146,1.360553839,4.716682035,9.176869379
8/7/2016,18.69650759,9.404329593,1.852763019,5.183760393,8.940255869
8/8/2016,19.98402621,9.174252205,2.028309663,4.734977378,9.316663887
8/9/2016,20.89864677,9.88901444,2.029798293,5.073127696,9.789766435
8/10/2016,19.80705461,10.47755649,1.648274341,4.891727775,9.304586914
8/11/2016,18.82655017,10.01992937,1.492555079,4.630678096,8.942641245
8/12/2016,18.33642379,9.368962544,1.712462587,4.594092802,9.252875034
8/13/2016,18.18574668,9.156837093,1.405235281,4.622125168,9.474887339
8/14/2016,18.06756272,9.177509319,1.282158938,5.026554382,9.225447035
8/15/2016,18.8020333,8.869125034,1.326935593,5.373432321,8.982551897
8/16/2016,18.97398808,9.474696538,1.482640362,5.523510249,9.413426731
8/17/2016,17.232847,9.273664251,1.934331783,5.069682877,9.673941894
8/18/2016,17.39006944,8.776078734,1.698455771,5.030023679,9.79115444
8/19/2016,16.65730785,8.652765765,1.683594386,4.673928778,10.20782304
8/20/2016,16.41977357,8.251553637,1.400320261,4.614292043,9.723153779
8/21/2016,16.4638837,8.456263986,1.666234143,4.59793413,9.864624184
8/22/2016,16.11488094,8.056187815,1.274224394,4.585704743,9.791341064
8/23/2016,15.26163918,7.970317404,1.634403224,4.234792418,10.26699516
8/24/2016,14.75046318,7.83104941,1.320334307,4.661635511,10.046082
8/25/2016,15.31242723,7.459938307,1.347096815,4.739220403,10.10726424
8/26/2016,15.45735352,7.449494336,0.934488122,4.414453563,9.613805781
8/27/2016,15.49867307,7.602501605,1.036716991,4.848638683,9.313004263
8/28/2016,15.67330705,7.586343763,0.929222833,4.908973746,9.795750302
8/29/2016,14.96577348,7.946536974,0.975274384,5.343162291,10.10465304
8/30/2016,16.33416873,7.670995226,0.842821192,5.067366152,10.17911708
8/31/2016,17.58346319,8.123523997,1.114779371,4.991066958,10.11696604
9/1/2016,17.83899849,8.835589015,1.492077923,5.134809807,10.11691158
9/2/2016,18.09834609,9.112714694,1.68877493,5.361311686,10.54641289
9/3/2016,18.4644895,9.173994175,1.208420462,5.074978947,10.23149248
9/4/2016,17.68975877,9.130416559,1.146123096,4.74155025,10.29414495
9/5/2016,18.53420034,9.05349369,1.43669467,4.952296659,10.45899622
9/6/2016,20.09643078,9.408575419,1.348671404,5.129915954,10.09574244
9/7/2016,19.11363808,10.28973109,1.585644878,5.421146413,9.956607725
9/8/2016,19.83691726,9.589237901,1.907649907,5.67234761,10.13458646
9/9/2016,18.85485034,9.796749779,1.45217801,5.55932055,10.55649273
9/10/2016,18.44086617,9.322798018,1.490270895,5.559213022,10.23632833
9/11/2016,18.93156612,9.295612608,1.795455274,5.84561728,10.72879621
9/12/2016,19.15797187,9.553861445,1.608455007,5.462428714,11.08018191
9/13/2016,19.02302902,9.367092788,1.245322535,5.484759695,10.59409737
9/14/2016,18.40024315,9.677332241,1.654486095,5.506125348,10.76656643
9/15/2016,16.19320703,9.373615574,2.060593559,5.065254215,10.3719608
9/16/2016,15.86368474,8.161866356,2.497551543,5.279869797,10.59838256
9/17/2016,16.33137004,7.939484442,2.153039483,5.442072007,10.71599045
9/18/2016,16.83393184,8.206833267,2.208982713,5.892697712,10.81081954
9/19/2016,15.5388057,8.383484042,2.562381651,5.793636022,10.35660733
9/20/2016,16.10825296,7.575140488,2.246558301,5.451775478,10.26601898
9/21/2016,16.0561725,7.944158613,2.601136161,5.829919133,10.07374969
9/22/2016,16.72628621,7.975171513,2.639274417,6.170107375,10.364525
9/23/2016,16.90980803,8.566839113,2.661811667,6.170628213,10.68450722
9/24/2016,17.578551,8.303630342,2.210303254,6.483243274,10.46636133
9/25/2016,15.82329467,8.649041918,2.286960652,6.775830399,9.969069904
9/26/2016,14.13313923,7.947717878,1.800913636,6.852510606,9.812531025
9/27/2016,13.67376321,7.091657,1.611077186,6.99155657,9.3781491
9/28/2016,12.138013,6.593395656,1.228135616,6.763264536,9.57586739
9/29/2016,11.70285592,6.147421726,0.825552141,6.746459097,9.643523866
9/30/2016,10.55582209,5.669821411,0.454362722,6.39824472,9.293961637
10/1/2016,8.046031943,5.295154837,0.490066969,5.972949916,9.221122532
10/2/2016,8.769270013,4.184700428,0.815882996,5.476940818,8.813724628
10/3/2016,8.311614263,4.632986786,0.679195294,5.056123152,8.552766532
10/4/2016,7.850020307,3.950757575,0.800483393,5.04561955,8.481428023
10/5/2016,8.17603117,3.795881076,0.791072306,5.016190608,8.465436445
10/6/2016,7.727202461,3.879769052,1.135262278,4.745998582,8.417944186
10/7/2016,6.501170036,3.810929376,1.36905365,4.590945824,8.444652181
10/8/2016,5.526938849,3.096249674,1.728409621,4.756870545,8.63947934
10/9/2016,4.923780175,2.907209265,1.29074088,4.739915899,8.359004693
10/10/2016,4.001472263,2.313999217,1.271863601,4.939052341,8.683395568
10/11/2016,4.976270982,2.239977071,1.343533186,4.747323137,8.331944283
10/12/2016,4.587337638,2.50911439,0.96753659,4.734375279,8.002897726
10/13/2016,2.997100455,2.095047444,0.722763135,4.362799709,8.189297404
10/14/2016,2.907086288,1.414404853,0.435339634,4.136097584,7.698845991
10/15/2016,2.858638698,1.48539066,0.046954632,4.029544931,7.716063893
10/16/2016,3.132688907,1.386640984,-0.414678848,4.12838295,7.831004851
10/17/2016,3.63162415,1.78159189,-0.034821104,4.60836336,8.026425292
10/18/2016,5.167067495,1.730606223,-0.313473532,4.932397868,7.528802468
10/19/2016,5.474720768,2.773398799,-0.210455384,4.877584911,7.366826199
10/20/2016,6.705422025,2.859659976,0.118467867,4.59610458,7.011470352
10/21/2016,4.551569505,3.250305823,0.432307275,4.144623164,7.118914905
10/22/2016,5.715929687,2.276920569,0.229246872,4.120062376,7.03827401
10/23/2016,5.560216228,2.922831201,0.474291201,4.362672094,6.891580866
10/24/2016,5.947160685,2.669599445,0.948472925,3.9829496,7.305624924
10/25/2016,6.195454985,2.884494877,0.619206318,3.948525479,7.22806265
10/26/2016,9.534870638,3.034402241,0.694815455,3.853259579,7.113043251
10/27/2016,9.145213552,4.69439822,0.833050699,4.097520593,7.475146011
10/28/2016,9.504881496,4.561755343,1.067739498,3.834387116,7.527816324
10/29/2016,10.53762865,4.915639526,0.815388506,3.609061399,7.548380845
10/30/2016,9.971555451,5.055433059,0.588270297,3.645798834,7.867297702
10/31/2016,10.70022393,5.024385035,0.217575987,4.056526595,7.44126158
11/1/2016,9.742073845,5.487596849,0.608377603,3.718403091,7.626000983
11/2/2016,9.856524398,4.788486346,0.190485037,3.646728147,7.840708887
11/3/2016,10.4480105,4.915741933,0.29766581,3.628572748,7.51528302
11/4/2016,10.71328139,5.443671339,-0.122523103,4.120657669,7.988277704
11/5/2016,10.5991271,5.126537444,0.021517179,4.463461476,8.042591715
11/6/2016,9.551709288,5.371358279,-0.187774838,4.919606704,8.43252053
11/7/2016,10.32797342,4.767403101,-0.364199575,4.503501964,8.436641739
11/8/2016,10.78858619,5.159156813,-0.054053906,4.935318254,8.368829577
11/9/2016,9.398894071,5.385753359,0.442510384,5.431677278,8.537573277
11/10/2016,9.197831819,4.878106904,0.577164251,5.803653041,8.300226425
11/11/2016,7.999148539,4.368286775,0.700874621,5.508034716,8.177969332
11/12/2016,8.603150849,4.223238728,0.864738281,5.187378747,8.531028123
11/13/2016,8.510530002,4.293347292,0.816344657,4.826832265,8.852280997
11/14/2016,8.856154029,9.978878639,0.928666745,3.651207684,9.087305092
11/15/2016,12.07250434,11.08171534,0.421571435,5.508277769,8.964357547
11/16/2016,12.81542935,11.70709027,0.325000958,5.85740189,9.074110757
11/17/2016,11.71843741,12.15106141,0.080039602,6.725268873,9.429319704
11/18/2016,12.54927272,11.5039691,-0.355551111,6.623954914,9.32573491
11/19/2016,12.99127875,12.07143549,-1.15559422,7.052488412,9.397361426
11/20/2016,12.57653727,12.194835,-1.934828884,3.886801209,9.359461316
11/21/2016,10.19640052,6.435953238,-1.523003789,5.442800504,9.527317166
11/22/2016,13.00831495,6.311138673,-1.035107339,5.096729897,10.01154951
11/23/2016,13.92950191,6.608283491,-0.631508973,4.610233399,10.30250907
11/24/2016,14.45021838,7.012833017,-0.319814152,5.088217943,10.59939447
11/25/2016,15.14317978,7.271579917,-0.169613605,5.516264741,10.57396427
11/26/2016,14.87304719,7.437857873,0.052626493,5.558121009,10.78240958
11/27/2016,15.29922907,7.3027036,-0.138373013,5.800305333,10.95034419
11/28/2016,16.78429954,7.783652925,-0.260003304,5.765299254,10.75612648
11/29/2016,13.93672905,8.253101876,-0.312544956,5.914724861,10.59349246
11/30/2016,15.53409291,6.872811352,-0.206074167,5.832201481,10.90858409
12/1/2016,15.66904971,8.003521951,-0.524684387,6.099100872,10.83340785
12/2/2016,13.51371126,7.954287114,-0.53289239,6.54765751,11.23261299
12/3/2016,11.95080544,6.769158146,-0.583423517,6.81653417,10.735698
12/4/2016,12.00405779,6.202262812,-0.562609903,6.834232614,10.72669227
12/5/2016,12.52764644,6.148956459,-0.686288303,6.51509512,10.33543758
12/6/2016,11.98626385,6.168762067,-0.604953209,6.961436188,10.33274955
12/7/2016,12.26848936,6.230372624,-0.890659922,7.166771989,10.67021382
12/8/2016,11.61103822,6.383791408,-1.126189106,7.30279195,10.72920295
12/9/2016,9.292973293,6.025009591,-0.85363138,7.649227241,10.74951281
12/10/2016,8.100789969,4.670208594,-0.638188639,7.586843617,11.17698516
12/11/2016,9.061043979,3.977799598,-0.763288795,7.539375548,11.29169989
12/12/2016,8.873398373,4.705562547,-0.737863414,7.637271231,11.56958436
12/13/2016,8.743684822,4.28025629,-1.151088371,7.550519472,11.26502684
12/14/2016,7.144993509,4.500465057,-2.393525822,7.576961488,10.86612161
12/15/2016,7.897267918,2.395945846,-2.744150074,5.488241033,11.20919907
12/16/2016,7.340045434,1.784218712,-3.210752097,8.477024366,11.25099611
12/17/2016,7.985509429,0.835390528,-3.490838557,7.215167623,11.50534187
12/18/2016,9.529593542,-0.132195919,-3.967450918,7.47311427,11.88311308
12/19/2016,8.801419687,-0.200960561,-3.858442911,6.320954087,12.08409843
12/20/2016,8.258668569,-1.843325123,-4.182210685,6.66770491,12.11462084
12/21/2016,8.210477862,-1.63383125,-3.29855603,6.938971478,11.73655799
12/22/2016,7.679130961,-1.865507513,-3.566182969,6.869285388,11.64412774
12/23/2016,8.924804293,-1.928240482,-3.721889123,7.04097098,11.26591633
12/24/2016,9.743617948,-1.319258799,-3.529845575,7.169162807,10.85016851
12/25/2016,10.359429,-1.065528322,-3.532784872,6.933564349,11.23351569
12/26/2016,11.36433883,-0.925751357,-3.259216176,6.572904421,11.45231543
12/27/2016,11.31657194,-0.081163865,-3.746737831,6.252705854,11.85970361
12/28/2016,10.84136698,-0.31712651,-3.680396953,6.617490706,11.64448633
12/29/2016,11.58593208,-0.710426338,-4.046115682,6.519040807,11.75676515
12/30/2016,11.99195242,-0.399587951,-4.436065367,6.155138838,12.05270066
